usage_id,customer_id,workspace_id,usage_date,active_users,workflows_run,sla_breach_count,ingested_at
USE-0016-0029,CUST-0016,WS-0016,2026-07-02,33,165,2,2026-07-02T02:00:00Z
USE-0016-0030,CUST-0016,WS-0016,2026-07-03,39,234,2,2026-07-03T02:00:00Z
USE-0016-0031,CUST-0016,WS-0016,2026-07-04,40,200,1,2026-07-04T02:00:00Z
USE-0016-0032,CUST-0016,WS-0016,2026-07-05,32,96,0,2026-07-05T02:00:00Z
USE-0016-0033,CUST-0016,WS-0016,2026-07-06,38,152,0,2026-07-06T02:00:00Z
USE-0016-0034,CUST-0016,WS-0016,2026-07-07,32,128,1,2026-07-07T02:00:00Z
USE-0016-0035,CUST-0016,WS-0016,2026-07-08,34,170,2,2026-07-08T02:00:00Z
USE-0016-0036,CUST-0016,WS-0016,2026-07-09,36,144,0,2026-07-09T02:00:00Z
USE-0016-0037,CUST-0016,WS-0016,2026-07-10,36,144,2,2026-07-10T02:00:00Z
USE-0016-0038,CUST-0016,WS-0016,2026-07-11,32,160,1,2026-07-11T02:00:00Z
USE-0016-0039,CUST-0016,WS-0016,2026-07-12,33,132,2,2026-07-12T02:00:00Z
USE-0016-0040,CUST-0016,WS-0016,2026-07-13,40,240,0,2026-07-13T02:00:00Z
USE-0016-0041,CUST-0016,WS-0016,2026-07-14,40,200,2,2026-07-14T02:00:00Z
USE-0016-0042,CUST-0016,WS-0016,2026-07-15,32,192,1,2026-07-15T02:00:00Z
USE-0016-0043,CUST-0016,WS-0016,2026-07-16,38,190,2,2026-07-16T02:00:00Z
USE-0016-0044,CUST-0016,WS-0016,2026-07-17,32,96,2,2026-07-17T02:00:00Z
USE-0016-0045,CUST-0016,WS-0016,2026-07-18,36,144,2,2026-07-18T02:00:00Z
USE-0016-0046,CUST-0016,WS-0016,2026-07-19,39,156,2,2026-07-19T02:00:00Z
USE-0016-0047,CUST-0016,WS-0016,2026-07-20,37,148,2,2026-07-20T02:00:00Z
USE-0016-0048,CUST-0016,WS-0016,2026-07-21,35,175,1,2026-07-21T02:00:00Z
USE-0016-0049,CUST-0016,WS-0016,2026-07-22,34,102,0,2026-07-22T02:00:00Z
USE-0016-0050,CUST-0016,WS-0016,2026-07-23,34,102,1,2026-07-23T02:00:00Z
USE-0016-0051,CUST-0016,WS-0016,2026-07-24,32,192,1,2026-07-24T02:00:00Z
USE-0016-0052,CUST-0016,WS-0016,2026-07-25,40,200,0,2026-07-25T02:00:00Z
USE-0016-0053,CUST-0016,WS-0016,2026-07-26,34,170,0,2026-07-26T02:00:00Z
USE-0016-0054,CUST-0016,WS-0016,2026-07-27,37,222,2,2026-07-27T02:00:00Z
USE-0016-0055,CUST-0016,WS-0016,2026-07-28,34,102,0,2026-07-28T02:00:00Z
USE-0016-0056,CUST-0016,WS-0016,2026-07-29,37,111,2,2026-07-29T02:00:00Z
USE-0016-0057,CUST-0016,WS-0016,2026-07-30,41,205,1,2026-07-30T02:00:00Z
USE-0016-0058,CUST-0016,WS-0016,2026-07-31,41,205,0,2026-07-31T02:00:00Z
USE-0016-0059,CUST-0016,WS-0016,2026-08-01,37,148,0,2026-08-01T02:00:00Z
USE-0016-0060,CUST-0016,WS-0016,2026-08-02,40,120,2,2026-08-02T02:00:00Z
USE-0016-0061,CUST-0016,WS-0016,2026-08-03,9,134,2,2026-08-03T02:00:00Z
USE-0016-0062,CUST-0016,WS-0016,2026-08-04,15,170,0,2026-08-04T02:00:00Z
USE-0016-0063,CUST-0016,WS-0016,2026-08-05,12,78,0,2026-08-05T02:00:00Z
USE-0016-0064,CUST-0016,WS-0016,2026-08-06,12,115,1,2026-08-06T02:00:00Z
USE-0016-0065,CUST-0016,WS-0016,2026-08-07,11,74,2,2026-08-07T02:00:00Z
USE-0016-0066,CUST-0016,WS-0016,2026-08-08,15,170,2,2026-08-08T02:00:00Z
USE-0016-0067,CUST-0016,WS-0016,2026-08-09,7,26,2,2026-08-09T02:00:00Z
USE-0016-0068,CUST-0016,WS-0016,2026-08-10,12,152,0,2026-08-10T02:00:00Z
USE-0016-0069,CUST-0016,WS-0016,2026-08-11,16,94,0,2026-08-11T02:00:00Z
USE-0016-0070,CUST-0016,WS-0016,2026-08-12,12,152,0,2026-08-12T02:00:00Z
USE-0016-0071,CUST-0016,WS-0016,2026-08-13,13,120,2,2026-08-13T02:00:00Z
USE-0016-0072,CUST-0016,WS-0016,2026-08-14,11,38,2,2026-08-14T02:00:00Z
USE-0016-0073,CUST-0016,WS-0016,2026-08-15,12,152,1,2026-08-15T02:00:00Z
USE-0016-0074,CUST-0016,WS-0016,2026-08-16,7,90,2,2026-08-16T02:00:00Z
USE-0016-0075,CUST-0016,WS-0016,2026-08-17,10,105,2,2026-08-17T02:00:00Z
USE-0016-0076,CUST-0016,WS-0016,2026-08-18,8,29,0,2026-08-18T02:00:00Z
USE-0016-0077,CUST-0016,WS-0016,2026-08-19,15,50,2,2026-08-19T02:00:00Z
USE-0016-0078,CUST-0016,WS-0016,2026-08-20,8,62,2,2026-08-20T02:00:00Z
USE-0016-0079,CUST-0016,WS-0016,2026-08-21,10,140,0,2026-08-21T02:00:00Z
USE-0016-0080,CUST-0016,WS-0016,2026-08-22,10,140,2,2026-08-22T02:00:00Z
USE-0016-0081,CUST-0016,WS-0016,2026-08-23,8,62,0,2026-08-23T02:00:00Z
USE-0016-0082,CUST-0016,WS-0016,2026-08-24,14,125,0,2026-08-24T02:00:00Z
USE-0016-0083,CUST-0016,WS-0016,2026-08-25,8,29,0,2026-08-25T02:00:00Z
USE-0016-0084,CUST-0016,WS-0016,2026-08-26,9,100,2,2026-08-26T02:00:00Z
USE-0016-0085,CUST-0016,WS-0016,2026-08-27,8,62,1,2026-08-27T02:00:00Z
USE-0016-0086,CUST-0016,WS-0016,2026-08-28,13,158,1,2026-08-28T02:00:00Z
USE-0016-0087,CUST-0016,WS-0016,2026-08-29,13,158,1,2026-08-29T02:00:00Z
USE-0016-0088,CUST-0016,WS-0016,2026-08-30,7,122,2,2026-08-30T02:00:00Z
USE-0016-0089,CUST-0016,WS-0016,2026-08-31,8,29,2,2026-08-31T02:00:00Z
USE-0016-0090,CUST-0016,WS-0016,2026-09-01,16,53,2,2026-09-01T02:00:00Z
USE-0017-0001,CUST-0017,WS-0017,2026-06-04,33,99,1,2026-06-04T02:00:00Z
USE-0017-0002,CUST-0017,WS-0017,2026-06-05,41,123,1,2026-06-05T02:00:00Z
USE-0017-0003,CUST-0017,WS-0017,2026-06-06,37,111,1,2026-06-06T02:00:00Z
USE-0017-0004,CUST-0017,WS-0017,2026-06-07,40,240,1,2026-06-07T02:00:00Z
USE-0017-0005,CUST-0017,WS-0017,2026-06-08,33,198,0,2026-06-08T02:00:00Z
USE-0017-0006,CUST-0017,WS-0017,2026-06-09,41,164,0,2026-06-09T02:00:00Z
USE-0017-0007,CUST-0017,WS-0017,2026-06-10,39,195,2,2026-06-10T02:00:00Z
USE-0017-0008,CUST-0017,WS-0017,2026-06-11,35,175,2,2026-06-11T02:00:00Z
USE-0017-0009,CUST-0017,WS-0017,2026-06-12,38,114,2,2026-06-12T02:00:00Z
USE-0017-0010,CUST-0017,WS-0017,2026-06-13,41,164,0,2026-06-13T02:00:00Z
USE-0017-0011,CUST-0017,WS-0017,2026-06-14,33,99,2,2026-06-14T02:00:00Z
USE-0017-0012,CUST-0017,WS-0017,2026-06-15,42,252,2,2026-06-15T02:00:00Z
USE-0017-0013,CUST-0017,WS-0017,2026-06-16,41,123,1,2026-06-16T02:00:00Z
USE-0017-0014,CUST-0017,WS-0017,2026-06-17,36,180,0,2026-06-17T02:00:00Z
USE-0017-0015,CUST-0017,WS-0017,2026-06-18,39,156,0,2026-06-18T02:00:00Z
USE-0017-0016,CUST-0017,WS-0017,2026-06-19,35,140,2,2026-06-19T02:00:00Z
USE-0017-0017,CUST-0017,WS-0017,2026-06-20,37,148,0,2026-06-20T02:00:00Z
USE-0017-0018,CUST-0017,WS-0017,2026-06-21,35,105,2,2026-06-21T02:00:00Z
USE-0017-0019,CUST-0017,WS-0017,2026-06-22,40,120,1,2026-06-22T02:00:00Z
USE-0017-0020,CUST-0017,WS-0017,2026-06-23,34,170,0,2026-06-23T02:00:00Z
USE-0017-0021,CUST-0017,WS-0017,2026-06-24,36,216,1,2026-06-24T02:00:00Z
USE-0017-0022,CUST-0017,WS-0017,2026-06-25,38,152,2,2026-06-25T02:00:00Z
USE-0017-0023,CUST-0017,WS-0017,2026-06-26,36,108,1,2026-06-26T02:00:00Z
USE-0017-0024,CUST-0017,WS-0017,2026-06-27,42,126,0,2026-06-27T02:00:00Z
USE-0017-0025,CUST-0017,WS-0017,2026-06-28,38,228,1,2026-06-28T02:00:00Z
USE-0017-0026,CUST-0017,WS-0017,2026-06-29,38,190,2,2026-06-29T02:00:00Z
USE-0017-0027,CUST-0017,WS-0017,2026-06-30,42,168,2,2026-06-30T02:00:00Z
USE-0017-0028,CUST-0017,WS-0017,2026-07-01,42,210,1,2026-07-01T02:00:00Z
USE-0017-0029,CUST-0017,WS-0017,2026-07-02,39,156,0,2026-07-02T02:00:00Z
USE-0017-0030,CUST-0017,WS-0017,2026-07-03,38,152,0,2026-07-03T02:00:00Z
USE-0017-0031,CUST-0017,WS-0017,2026-07-04,39,195,1,2026-07-04T02:00:00Z
USE-0017-0032,CUST-0017,WS-0017,2026-07-05,35,175,1,2026-07-05T02:00:00Z
USE-0017-0033,CUST-0017,WS-0017,2026-07-06,40,240,1,2026-07-06T02:00:00Z
USE-0017-0034,CUST-0017,WS-0017,2026-07-07,37,222,2,2026-07-07T02:00:00Z
USE-0017-0035,CUST-0017,WS-0017,2026-07-08,34,136,2,2026-07-08T02:00:00Z
USE-0017-0036,CUST-0017,WS-0017,2026-07-09,42,126,1,2026-07-09T02:00:00Z
USE-0017-0037,CUST-0017,WS-0017,2026-07-10,35,140,1,2026-07-10T02:00:00Z
USE-0017-0038,CUST-0017,WS-0017,2026-07-11,34,102,0,2026-07-11T02:00:00Z
USE-0017-0039,CUST-0017,WS-0017,2026-07-12,41,123,2,2026-07-12T02:00:00Z
USE-0017-0040,CUST-0017,WS-0017,2026-07-13,42,252,2,2026-07-13T02:00:00Z
USE-0017-0041,CUST-0017,WS-0017,2026-07-14,36,108,2,2026-07-14T02:00:00Z
USE-0017-0042,CUST-0017,WS-0017,2026-07-15,37,222,2,2026-07-15T02:00:00Z
USE-0017-0043,CUST-0017,WS-0017,2026-07-16,35,175,1,2026-07-16T02:00:00Z
USE-0017-0044,CUST-0017,WS-0017,2026-07-17,36,180,0,2026-07-17T02:00:00Z
USE-0017-0045,CUST-0017,WS-0017,2026-07-18,40,120,1,2026-07-18T02:00:00Z
USE-0017-0046,CUST-0017,WS-0017,2026-07-19,38,114,2,2026-07-19T02:00:00Z
USE-0017-0047,CUST-0017,WS-0017,2026-07-20,36,144,2,2026-07-20T02:00:00Z
USE-0017-0048,CUST-0017,WS-0017,2026-07-21,35,210,0,2026-07-21T02:00:00Z
USE-0017-0049,CUST-0017,WS-0017,2026-07-22,35,140,2,2026-07-22T02:00:00Z
USE-0017-0050,CUST-0017,WS-0017,2026-07-23,40,200,0,2026-07-23T02:00:00Z
USE-0017-0051,CUST-0017,WS-0017,2026-07-24,36,216,0,2026-07-24T02:00:00Z
USE-0017-0052,CUST-0017,WS-0017,2026-07-25,34,170,1,2026-07-25T02:00:00Z
USE-0017-0053,CUST-0017,WS-0017,2026-07-26,36,108,2,2026-07-26T02:00:00Z
USE-0017-0054,CUST-0017,WS-0017,2026-07-27,36,180,1,2026-07-27T02:00:00Z
USE-0017-0055,CUST-0017,WS-0017,2026-07-28,40,240,0,2026-07-28T02:00:00Z
USE-0017-0056,CUST-0017,WS-0017,2026-07-29,33,165,0,2026-07-29T02:00:00Z
USE-0017-0057,CUST-0017,WS-0017,2026-07-30,41,205,2,2026-07-30T02:00:00Z
USE-0017-0058,CUST-0017,WS-0017,2026-07-31,37,148,1,2026-07-31T02:00:00Z
USE-0017-0059,CUST-0017,WS-0017,2026-08-01,39,195,2,2026-08-01T02:00:00Z
USE-0017-0060,CUST-0017,WS-0017,2026-08-02,34,170,1,2026-08-02T02:00:00Z
USE-0017-0061,CUST-0017,WS-0017,2026-08-03,36,216,1,2026-08-03T02:00:00Z
USE-0017-0062,CUST-0017,WS-0017,2026-08-04,38,228,1,2026-08-04T02:00:00Z
USE-0017-0063,CUST-0017,WS-0017,2026-08-05,42,126,2,2026-08-05T02:00:00Z
USE-0017-0064,CUST-0017,WS-0017,2026-08-06,35,210,0,2026-08-06T02:00:00Z
USE-0017-0065,CUST-0017,WS-0017,2026-08-07,36,108,2,2026-08-07T02:00:00Z
USE-0017-0066,CUST-0017,WS-0017,2026-08-08,37,148,0,2026-08-08T02:00:00Z
USE-0017-0067,CUST-0017,WS-0017,2026-08-09,35,140,1,2026-08-09T02:00:00Z
USE-0017-0068,CUST-0017,WS-0017,2026-08-10,42,126,2,2026-08-10T02:00:00Z
USE-0017-0069,CUST-0017,WS-0017,2026-08-11,36,216,1,2026-08-11T02:00:00Z
USE-0017-0070,CUST-0017,WS-0017,2026-08-12,34,204,2,2026-08-12T02:00:00Z
USE-0017-0071,CUST-0017,WS-0017,2026-08-13,40,240,0,2026-08-13T02:00:00Z
USE-0017-0072,CUST-0017,WS-0017,2026-08-14,42,168,2,2026-08-14T02:00:00Z
USE-0017-0073,CUST-0017,WS-0017,2026-08-15,39,117,0,2026-08-15T02:00:00Z
USE-0017-0074,CUST-0017,WS-0017,2026-08-16,33,132,2,2026-08-16T02:00:00Z
USE-0017-0075,CUST-0017,WS-0017,2026-08-17,42,168,0,2026-08-17T02:00:00Z
USE-0017-0076,CUST-0017,WS-0017,2026-08-18,41,123,2,2026-08-18T02:00:00Z
USE-0017-0077,CUST-0017,WS-0017,2026-08-19,35,105,0,2026-08-19T02:00:00Z
USE-0017-0078,CUST-0017,WS-0017,2026-08-20,37,148,2,2026-08-20T02:00:00Z
USE-0017-0079,CUST-0017,WS-0017,2026-08-21,39,117,2,2026-08-21T02:00:00Z
USE-0017-0080,CUST-0017,WS-0017,2026-08-22,37,111,0,2026-08-22T02:00:00Z
USE-0017-0081,CUST-0017,WS-0017,2026-08-23,40,240,1,2026-08-23T02:00:00Z
USE-0017-0082,CUST-0017,WS-0017,2026-08-24,35,140,1,2026-08-24T02:00:00Z
USE-0017-0083,CUST-0017,WS-0017,2026-08-25,42,168,2,2026-08-25T02:00:00Z
USE-0017-0084,CUST-0017,WS-0017,2026-08-26,35,175,0,2026-08-26T02:00:00Z
USE-0017-0085,CUST-0017,WS-0017,2026-08-27,38,228,2,2026-08-27T02:00:00Z
USE-0017-0086,CUST-0017,WS-0017,2026-08-28,42,126,0,2026-08-28T02:00:00Z
USE-0017-0087,CUST-0017,WS-0017,2026-08-29,39,234,0,2026-08-29T02:00:00Z
USE-0017-0088,CUST-0017,WS-0017,2026-08-30,34,102,0,2026-08-30T02:00:00Z
USE-0017-0089,CUST-0017,WS-0017,2026-08-31,41,246,0,2026-08-31T02:00:00Z
USE-0017-0090,CUST-0017,WS-0017,2026-09-01,42,126,0,2026-09-01T02:00:00Z
USE-0018-0001,CUST-0018,WS-0018,2026-06-04,25,75,2,2026-06-04T02:00:00Z
USE-0018-0002,CUST-0018,WS-0018,2026-06-05,24,72,0,2026-06-05T02:00:00Z
USE-0018-0003,CUST-0018,WS-0018,2026-06-06,23,92,2,2026-06-06T02:00:00Z
USE-0018-0004,CUST-0018,WS-0018,2026-06-07,24,72,2,2026-06-07T02:00:00Z
USE-0018-0005,CUST-0018,WS-0018,2026-06-08,22,132,1,2026-06-08T02:00:00Z
USE-0018-0006,CUST-0018,WS-0018,2026-06-09,16,96,0,2026-06-09T02:00:00Z
USE-0018-0007,CUST-0018,WS-0018,2026-06-10,23,138,1,2026-06-10T02:00:00Z
USE-0018-0008,CUST-0018,WS-0018,2026-06-11,25,75,1,2026-06-11T02:00:00Z
USE-0018-0009,CUST-0018,WS-0018,2026-06-12,18,90,1,2026-06-12T02:00:00Z
USE-0018-0010,CUST-0018,WS-0018,2026-06-13,19,57,1,2026-06-13T02:00:00Z
USE-0018-0011,CUST-0018,WS-0018,2026-06-14,25,150,1,2026-06-14T02:00:00Z
USE-0018-0012,CUST-0018,WS-0018,2026-06-15,19,57,2,2026-06-15T02:00:00Z
USE-0018-0013,CUST-0018,WS-0018,2026-06-16,16,48,2,2026-06-16T02:00:00Z
USE-0018-0014,CUST-0018,WS-0018,2026-06-17,16,96,2,2026-06-17T02:00:00Z
USE-0018-0015,CUST-0018,WS-0018,2026-06-18,19,95,1,2026-06-18T02:00:00Z
USE-0018-0016,CUST-0018,WS-0018,2026-06-19,21,63,0,2026-06-19T02:00:00Z
USE-0018-0017,CUST-0018,WS-0018,2026-06-20,22,110,1,2026-06-20T02:00:00Z
USE-0018-0018,CUST-0018,WS-0018,2026-06-21,24,144,2,2026-06-21T02:00:00Z
USE-0018-0019,CUST-0018,WS-0018,2026-06-22,21,105,2,2026-06-22T02:00:00Z
USE-0018-0020,CUST-0018,WS-0018,2026-06-23,22,88,1,2026-06-23T02:00:00Z
USE-0018-0021,CUST-0018,WS-0018,2026-06-24,24,144,0,2026-06-24T02:00:00Z
USE-0018-0022,CUST-0018,WS-0018,2026-06-25,21,126,1,2026-06-25T02:00:00Z
USE-0018-0023,CUST-0018,WS-0018,2026-06-26,20,100,2,2026-06-26T02:00:00Z
USE-0018-0024,CUST-0018,WS-0018,2026-06-27,22,88,2,2026-06-27T02:00:00Z
USE-0018-0025,CUST-0018,WS-0018,2026-06-28,17,68,1,2026-06-28T02:00:00Z
USE-0018-0026,CUST-0018,WS-0018,2026-06-29,18,54,0,2026-06-29T02:00:00Z
USE-0018-0027,CUST-0018,WS-0018,2026-06-30,24,144,1,2026-06-30T02:00:00Z
USE-0018-0028,CUST-0018,WS-0018,2026-07-01,24,72,0,2026-07-01T02:00:00Z
USE-0018-0029,CUST-0018,WS-0018,2026-07-02,22,66,0,2026-07-02T02:00:00Z
USE-0018-0030,CUST-0018,WS-0018,2026-07-03,18,108,2,2026-07-03T02:00:00Z
USE-0018-0031,CUST-0018,WS-0018,2026-07-04,22,66,0,2026-07-04T02:00:00Z
USE-0018-0032,CUST-0018,WS-0018,2026-07-05,20,80,1,2026-07-05T02:00:00Z
USE-0018-0033,CUST-0018,WS-0018,2026-07-06,17,51,2,2026-07-06T02:00:00Z
USE-0018-0034,CUST-0018,WS-0018,2026-07-07,22,132,2,2026-07-07T02:00:00Z
USE-0018-0035,CUST-0018,WS-0018,2026-07-08,24,120,2,2026-07-08T02:00:00Z
USE-0018-0036,CUST-0018,WS-0018,2026-07-09,25,75,0,2026-07-09T02:00:00Z
USE-0018-0037,CUST-0018,WS-0018,2026-07-10,23,138,0,2026-07-10T02:00:00Z
USE-0018-0038,CUST-0018,WS-0018,2026-07-11,19,95,0,2026-07-11T02:00:00Z
USE-0018-0039,CUST-0018,WS-0018,2026-07-12,16,64,2,2026-07-12T02:00:00Z
USE-0018-0040,CUST-0018,WS-0018,2026-07-13,18,54,1,2026-07-13T02:00:00Z
USE-0018-0041,CUST-0018,WS-0018,2026-07-14,19,57,0,2026-07-14T02:00:00Z
USE-0018-0042,CUST-0018,WS-0018,2026-07-15,17,85,1,2026-07-15T02:00:00Z
USE-0018-0043,CUST-0018,WS-0018,2026-07-16,21,126,1,2026-07-16T02:00:00Z
USE-0018-0044,CUST-0018,WS-0018,2026-07-17,25,100,2,2026-07-17T02:00:00Z
USE-0018-0045,CUST-0018,WS-0018,2026-07-18,16,48,0,2026-07-18T02:00:00Z
USE-0018-0046,CUST-0018,WS-0018,2026-07-19,24,120,2,2026-07-19T02:00:00Z
USE-0018-0047,CUST-0018,WS-0018,2026-07-20,24,120,1,2026-07-20T02:00:00Z
USE-0018-0048,CUST-0018,WS-0018,2026-07-21,20,80,2,2026-07-21T02:00:00Z
USE-0018-0049,CUST-0018,WS-0018,2026-07-22,19,114,1,2026-07-22T02:00:00Z
USE-0018-0050,CUST-0018,WS-0018,2026-07-23,25,75,1,2026-07-23T02:00:00Z
USE-0018-0051,CUST-0018,WS-0018,2026-07-24,18,108,2,2026-07-24T02:00:00Z
USE-0018-0052,CUST-0018,WS-0018,2026-07-25,17,51,2,2026-07-25T02:00:00Z
USE-0018-0053,CUST-0018,WS-0018,2026-07-26,20,100,0,2026-07-26T02:00:00Z
USE-0018-0054,CUST-0018,WS-0018,2026-07-27,24,120,2,2026-07-27T02:00:00Z
USE-0018-0055,CUST-0018,WS-0018,2026-07-28,25,125,2,2026-07-28T02:00:00Z
USE-0018-0056,CUST-0018,WS-0018,2026-07-29,23,138,2,2026-07-29T02:00:00Z
USE-0018-0057,CUST-0018,WS-0018,2026-07-30,23,92,1,2026-07-30T02:00:00Z
USE-0018-0058,CUST-0018,WS-0018,2026-07-31,23,138,2,2026-07-31T02:00:00Z
USE-0018-0059,CUST-0018,WS-0018,2026-08-01,16,96,0,2026-08-01T02:00:00Z
USE-0018-0060,CUST-0018,WS-0018,2026-08-02,20,60,1,2026-08-02T02:00:00Z
USE-0018-0061,CUST-0018,WS-0018,2026-08-03,19,76,1,2026-08-03T02:00:00Z
USE-0018-0062,CUST-0018,WS-0018,2026-08-04,22,110,2,2026-08-04T02:00:00Z
USE-0018-0063,CUST-0018,WS-0018,2026-08-05,24,72,2,2026-08-05T02:00:00Z
USE-0018-0064,CUST-0018,WS-0018,2026-08-06,20,80,1,2026-08-06T02:00:00Z
USE-0018-0065,CUST-0018,WS-0018,2026-08-07,17,102,2,2026-08-07T02:00:00Z
USE-0018-0066,CUST-0018,WS-0018,2026-08-08,21,63,2,2026-08-08T02:00:00Z
USE-0018-0067,CUST-0018,WS-0018,2026-08-09,18,108,1,2026-08-09T02:00:00Z
USE-0018-0068,CUST-0018,WS-0018,2026-08-10,21,84,2,2026-08-10T02:00:00Z
USE-0018-0069,CUST-0018,WS-0018,2026-08-11,20,80,2,2026-08-11T02:00:00Z
USE-0018-0070,CUST-0018,WS-0018,2026-08-12,19,114,2,2026-08-12T02:00:00Z
USE-0018-0071,CUST-0018,WS-0018,2026-08-13,19,76,2,2026-08-13T02:00:00Z
USE-0018-0072,CUST-0018,WS-0018,2026-08-14,19,95,0,2026-08-14T02:00:00Z
USE-0018-0073,CUST-0018,WS-0018,2026-08-15,19,76,0,2026-08-15T02:00:00Z
USE-0018-0074,CUST-0018,WS-0018,2026-08-16,25,125,0,2026-08-16T02:00:00Z
USE-0018-0075,CUST-0018,WS-0018,2026-08-17,17,51,0,2026-08-17T02:00:00Z
USE-0018-0076,CUST-0018,WS-0018,2026-08-18,23,69,2,2026-08-18T02:00:00Z
USE-0018-0077,CUST-0018,WS-0018,2026-08-19,16,96,1,2026-08-19T02:00:00Z
USE-0018-0078,CUST-0018,WS-0018,2026-08-20,25,125,1,2026-08-20T02:00:00Z
USE-0018-0079,CUST-0018,WS-0018,2026-08-21,25,125,1,2026-08-21T02:00:00Z
USE-0018-0080,CUST-0018,WS-0018,2026-08-22,18,90,1,2026-08-22T02:00:00Z
USE-0018-0081,CUST-0018,WS-0018,2026-08-23,19,76,0,2026-08-23T02:00:00Z
USE-0018-0082,CUST-0018,WS-0018,2026-08-24,24,144,1,2026-08-24T02:00:00Z
USE-0018-0083,CUST-0018,WS-0018,2026-08-25,24,72,2,2026-08-25T02:00:00Z
USE-0018-0084,CUST-0018,WS-0018,2026-08-26,21,126,2,2026-08-26T02:00:00Z
USE-0018-0085,CUST-0018,WS-0018,2026-08-27,18,108,0,2026-08-27T02:00:00Z
USE-0018-0086,CUST-0018,WS-0018,2026-08-28,24,144,1,2026-08-28T02:00:00Z
USE-0018-0087,CUST-0018,WS-0018,2026-08-29,16,48,2,2026-08-29T02:00:00Z
USE-0018-0088,CUST-0018,WS-0018,2026-08-30,19,114,2,2026-08-30T02:00:00Z
USE-0018-0089,CUST-0018,WS-0018,2026-08-31,17,85,1,2026-08-31T02:00:00Z
USE-0018-0090,CUST-0018,WS-0018,2026-09-01,25,125,0,2026-09-01T02:00:00Z
USE-0019-0001,CUST-0019,WS-0019,2026-06-04,21,84,1,2026-06-07T00:00:00Z
USE-0019-0002,CUST-0019,WS-0019,2026-06-05,24,120,1,2026-06-05T02:00:00Z
USE-0019-0003,CUST-0019,WS-0019,2026-06-06,19,114,1,2026-06-06T02:00:00Z
USE-0019-0004,CUST-0019,WS-0019,2026-06-07,20,120,2,2026-06-07T02:00:00Z
USE-0019-0005,CUST-0019,WS-0019,2026-06-08,22,110,1,2026-06-08T02:00:00Z
USE-0019-0006,CUST-0019,WS-0019,2026-06-09,21,126,0,2026-06-09T02:00:00Z
USE-0019-0007,CUST-0019,WS-0019,2026-06-10,26,104,2,2026-06-10T02:00:00Z
USE-0019-0008,CUST-0019,WS-0019,2026-06-11,20,60,2,2026-06-11T02:00:00Z
USE-0019-0009,CUST-0019,WS-0019,2026-06-12,21,84,2,2026-06-12T02:00:00Z
USE-0019-0010,CUST-0019,WS-0019,2026-06-13,23,138,0,2026-06-13T02:00:00Z
USE-0019-0011,CUST-0019,WS-0019,2026-06-14,19,76,1,2026-06-14T02:00:00Z
USE-0019-0012,CUST-0019,WS-0019,2026-06-15,17,68,1,2026-06-15T02:00:00Z
USE-0019-0013,CUST-0019,WS-0019,2026-06-16,24,96,2,2026-06-16T02:00:00Z
USE-0019-0014,CUST-0019,WS-0019,2026-06-17,25,125,1,2026-06-17T02:00:00Z
USE-0019-0015,CUST-0019,WS-0019,2026-06-18,21,105,2,2026-06-18T02:00:00Z
USE-0019-0016,CUST-0019,WS-0019,2026-06-19,26,78,1,2026-06-19T02:00:00Z
USE-0019-0017,CUST-0019,WS-0019,2026-06-20,18,72,0,2026-06-20T02:00:00Z
USE-0019-0018,CUST-0019,WS-0019,2026-06-21,20,100,1,2026-06-24T00:00:00Z
USE-0019-0019,CUST-0019,WS-0019,2026-06-22,18,108,2,2026-06-22T02:00:00Z
USE-0019-0020,CUST-0019,WS-0019,2026-06-23,22,110,1,2026-06-23T02:00:00Z
USE-0019-0021,CUST-0019,WS-0019,2026-06-24,22,110,1,2026-06-24T02:00:00Z
USE-0019-0022,CUST-0019,WS-0019,2026-06-25,17,102,0,2026-06-25T02:00:00Z
USE-0019-0023,CUST-0019,WS-0019,2026-06-26,22,88,2,2026-06-26T02:00:00Z
USE-0019-0024,CUST-0019,WS-0019,2026-06-27,26,104,1,2026-06-27T02:00:00Z
USE-0019-0025,CUST-0019,WS-0019,2026-06-28,22,110,2,2026-06-28T02:00:00Z
USE-0019-0026,CUST-0019,WS-0019,2026-06-29,25,150,2,2026-06-29T02:00:00Z
USE-0019-0027,CUST-0019,WS-0019,2026-06-30,24,72,1,2026-06-30T02:00:00Z
USE-0019-0028,CUST-0019,WS-0019,2026-07-01,26,130,1,2026-07-01T02:00:00Z
USE-0019-0029,CUST-0019,WS-0019,2026-07-02,19,76,2,2026-07-02T02:00:00Z
USE-0019-0030,CUST-0019,WS-0019,2026-07-03,22,132,2,2026-07-03T02:00:00Z
USE-0019-0031,CUST-0019,WS-0019,2026-07-04,26,156,0,2026-07-04T02:00:00Z
USE-0019-0032,CUST-0019,WS-0019,2026-07-05,18,72,1,2026-07-05T02:00:00Z
USE-0019-0033,CUST-0019,WS-0019,2026-07-06,20,100,1,2026-07-06T02:00:00Z
USE-0019-0034,CUST-0019,WS-0019,2026-07-07,21,105,2,2026-07-07T02:00:00Z
USE-0019-0035,CUST-0019,WS-0019,2026-07-08,23,115,1,2026-07-11T00:00:00Z
USE-0019-0036,CUST-0019,WS-0019,2026-07-09,22,132,1,2026-07-09T02:00:00Z
USE-0019-0037,CUST-0019,WS-0019,2026-07-10,19,76,0,2026-07-10T02:00:00Z
